Coder,Letter Code,Gender,City,State,Country,Postal Code,Location,BingGeo,Latitude,Longitude,Month,Year,Which column?,Letter Title,Letter number,Page #,Reference: Title or topic,Reference: Month,Reference: Year,Reference: Page,In Reply To: Full Letter Code,Did the Editors reply in-line?,AI or robotics,Academia and research,Announcement for Byte readers,"Arts, music","BBS, modems, telecommunications",Club or user group,"Commentary, opinion",Computer Education/Teaching/Library,Computer store or other consumer/retail,Correction to an article,Criticism of Byte,Disability,"Family, children, spouse",Gaming,Identifies as novice,Includes source code,Notes their own age,Personal finance,Piracy/CopyProtection,Praise for Byte,Printers,Product/service recommendation or warning,Programming,Representation of gender and race,"Request for help, assistance, advice",Request to Byte editors re: magazine,Software Distributor/Distribution,Technical tip or how-to,"Work, professional life, business finances",Other
KD,1976.07.04L,Unknown,Miami,FL,USA,33159,"Miami, FL 33159, USA","Miami, FL, United States",25.77481079,-80.19773102,7,1976,Letters,A star trek product,4,92,Star Trek / Star Wars etc.,,,,,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
KD,1976.07.05L,Unknown,Cambridge,MA,USA,,"Cambridge, MA, USA","Cambridge, MA, United States",42.36679077,-71.10601044,7,1976,Letters,Space war origins unveiled,5,92,,,,,1976.04.??,"Yes, the editors responded",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
KD,1976.07.06L,Unknown,Monterey,CA,USA,,"Monterey, CA, USA","Monterey, CA, United States",36.5975914,-121.89676670000001,7,1976,Letters,Morse power to you,6,92,,,,,1976.04.??,"No, they did not",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Amateur radio
KD,1976.07.07L,Male,Baltimore,MD,USA,,"Baltimore, MD, USA","Baltimore, MD, United States",39.29058075,-76.60926056,7,1976,Letters,Take a stand?,7,93,,,,,,"Yes, the editors responded",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Hardware
KD,1976.07.08L,Unknown,Columbus,OH,USA,43206,"Columbus, OH 43206, USA","Columbus, OH, United States",39.96199036,-83.00274658,7,1976,Letters,Super service testimonial,8,94,,,,,,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Hardware; amateur radio
KD,1976.07.09L,Male,Milwaukee,WI,USA,,"Milwaukee, WI, USA","Milwaukee, WI, United States",43.04199982,-87.90686798,7,1976,Letters,Where is the inexpensive graphics display circuit?,9,94,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hardware
KD,1976.08.01L,Male,No Hollywood,CA,USA,91604,"No Hollywood, CA 91604, USA","CA, United States",37.25510025,-119.61752320000001,8,1976,Letters,Compiler Inputs Needed,1,12,,,,,,"Yes, the editors responded",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,
KD,1976.08.02L,Male,Buchanan,MI,USA,49107,"Buchanan, MI 49107, USA","Buchanan, MI, United States",41.82735062,-86.36213684,8,1976,Letters,"Emulation, anyone?",2,12,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,
KD,1976.08.03L,Male,Cedar Rapids,IA,USA,,"Cedar Rapids, IA, USA","Cedar Rapids, IA, United States",41.97634125,-91.67375946,8,1976,Letters,Critique and suggestions,3,12,,,,,,"Yes, the editors responded",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,Hardware
KD,1976.08.04L,Unknown,Phoenix,AZ,USA,,"Phoenix, AZ, USA","Phoenix, AZ, United States",33.44824982,-112.07579799999999,8,1976,Letters,Another article idea,4,14,Algebraic expressions (both Feb and March),2.0,1976.0,26,,"No, they did not",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,
KD,1976.08.05L,Male,Madison,WI,USA,53706,"Madison, WI 53706, USA","Madison, WI, United States",43.07294846,-89.38668823,8,1976,Letters,Ye Olde Hardware--Software Tradeoff,5,14,Frank article,5.0,1976.0,70,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Hardware
KD,1976.08.06L,Male,Boston,MA,USA,,"Boston, MA, USA","Boston, MA, United States",42.35866165,-71.05673981,8,1976,Letters,You old tso and tso!,6,14,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KD,1976.08.07L,Male,San Luis Obispo,CA,USA,93401,"San Luis Obispo, CA 93401, USA","San Luis Obispo, CA, United States",35.28551865,-120.66252140000002,8,1976,Letters,Programs available,7,108,,,,,,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,
KD,1976.08.08L,Male,Unknown,??,???,,"Unknown, ??, ???",,,,8,1976,Letters,Medical micro implants?,8,108,,,,,,"Yes, the editors responded",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Medicine; Health
KD,1976.08.09L,Male,Edison ,NJ,USA,8817,"Edison, NJ 8817, USA","Edison, NJ, United States",40.52679062,-74.39356995,8,1976,Letters,On hard copy and IBM Selectrics,9,108,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,Hardware
KD,1976.08.10L,Male,Orlando,FL,USA,32809,"Orlando, FL 32809, USA","Orlando, FL, United States",28.538230900000002,-81.377388,8,1976,Letters,Deceived?,10,110,,,,,,"No, they did not",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Hardware
KD,1976.08.11L,Male,Florissant,MO,USA,63033,"Florissant, MO 63033, USA","Florissant, MO, United States",38.79169846,-90.32337189,8,1976,Letters,Achtung!,11,112,,,,,,"Yes, the editors responded",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Humor; Amateur radio
KD,1976.08.12L,Female,Bolton,MA,USA,,"Bolton, MA, USA","Bolton, MA, United States",42.43312073,-71.60778809,8,1976,Letters,More articles for housewives needed,12,112,,,,,,"No, they did not",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Humor
KD,1976.08.13L,Male,Draper,UT,USA,,"Draper, UT, USA","Draper, UT, United States",40.52471161,-111.86627959999998,8,1976,Letters,Here's what I'd like to see,13,112,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,Hardware
KD,1976.08.14L,Male,Berwyn,IL,USA,,"Berwyn, IL, USA","Berwyn, IL, United States",41.84328842,-87.79126740000001,8,1976,Letters,Games aren't fair game!,14,112,,,,,1976.02.??,"No, they did not",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
KD,1976.08.15L,Male,Woodburn,OR,USA,,"Woodburn, OR, USA","Woodburn, OR, United States",45.14236069,-122.85907749999998,8,1976,Letters,A little plug for ACM,15,114,,,,,,"No, they did not",0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
KD,1976.08.16L,Male,Chicago,IL,USA,,"Chicago, IL, USA","Chicago, IL, United States",41.88425064,-87.63244629,8,1976,Letters,Some wire wrap pointers,16,116,Article on wirewrapping,1.0,1976.0,,,"Yes, the editors responded",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,Hardware
KD,1976.08.17L,Male,Okinawa,??,Japan,,"Okinawa, ??, Japan","Okinawa, Japan",25.66090775,125.72521210000001,8,1976,Letters,Comments on the information revolution,17,116,,,,,,"No, they did not",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hobbyists
KD,1976.08.18L,Male,Berkeley,CA,USA,,"Berkeley, CA, USA","Berkeley, CA, United States",37.86988068,-122.2705383,8,1976,Letters,Some ideas,18,120,,,,,,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,
KD,1976.08.19L,Unknown,Saskatoon,Saskatchewan,Canada,,"Saskatoon, Saskatchewan, Canada","Saskatoon, SK, Canada",52.13048935,-106.65926359999999,8,1976,Letters,Hard up for hard copy,19,120,,,,,,"Yes, the editors responded",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,Hardware
KD,1976.08.20L,Male,Greenbelt,MD,USA,,"Greenbelt, MD, USA","Greenbelt, MD, United States",39.00078964,-76.88056183,8,1976,Letters,Gotcha,20,122,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,
KD,1976.08.21L,Male,San Francisco,CA,USA,,"San Francisco, CA, USA","San Francisco, CA, United States",37.77711868,-122.4196396,8,1976,Letters,Insurmountable?,21,122,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Military
KD,1976.09.01L,Male,Palo Alto,CA,USA,94306,"Palo Alto, CA 94306, USA","Palo Alto, CA, United States",37.44466019,-122.1607895,9,1976,Letters,Structure's where it's at!,1,12,Ronald Herman's article,6.0,1976.0,22,,"Yes, the editors responded",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
KD,1976.09.02L,Male,Rochester,NY,USA,,"Rochester, NY, USA","Rochester, NY, United States",43.15579987,-77.61631775,9,1976,Letters,Display Wanted,2,12,,,,,,"No, they did not",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Amateur radio
KD,1976.09.03L,Male,St Louis,MO,USA,63131,"St Louis, MO 63131, USA","St Louis, MO, United States",38.6277504,-90.19956207,9,1976,Letters,Attention Hams! Request for a ham network,3,12,,,,,,"Yes, the editors responded",0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Amateur radio
KD,1976.09.04L,Male,Rochester,NY,USA,14623,"Rochester, NY 14623, USA","Rochester, NY, United States",43.15579987,-77.61631775,9,1976,Letters,"Kim on, now",4,93,,,,,,"No, they did not",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,Hardware
KD,1976.09.05L,Male,Ottawa,??,Canada,,"Ottawa, ??, Canada","Ottawa, ON, Canada",45.42177963,-75.69116211,9,1976,Letters,Canadian suppliers,5,95,,,,,,"No, they did not",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,
KD,1976.09.06L,Male,Glastonbury,CT,USA,6033,"Glastonbury, CT 6033, USA","Glastonbury, CT, United States",41.70724106,-72.608078,9,1976,Letters,On power to computers,6,95,"Could a computer take over, Carrick",,1976.0,,,"No, they did not",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KD,1976.10.01L,Unknown,Minneapolis,MN,USA,55413,"Minneapolis, MN 55413, USA","Minneapolis, MN, United States",44.97901917,-93.26493835,10,1976,Letters,Morse conversion background information,1,16,,,,,1976.07.??,"Yes, the editors responded",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,Amateur radio
KD,1976.10.02L,Male,Blacksburg,VA,USA,24060,"Blacksburg, VA 24060, USA","Blacksburg, VA, United States",37.22629166,-80.41062164,10,1976,Letters,More on making PC boards,2,16,Hogenson's article on PCBs,7.0,1976.0,58,,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Hardware
KD,1976.10.03L,Male,Boulder,CO,USA,80302,"Boulder, CO 80302, USA","Boulder, CO, United States",40.01573944,-105.2792435,10,1976,Letters,"On blanks, characters and women in computing",3,18,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,
KD,1976.10.04L,Male,Port Elgin,Ontario,Canada,NOH2CO,"Port Elgin, Ontario NOH2CO, Canada","Port Elgin, ON, Canada",44.43709946,-81.38816833,10,1976,Letters,Identity crisis,4,18,,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Amateur radio
KD,1976.10.05L,Male,State College,PA,USA,16801,"State College, PA 16801, USA","State College, PA, United States",40.79373169,-77.86070251,10,1976,Letters,Who says they aren't?,5,20,,,,,,"No, they did not",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,
KD,1976.10.06L,Male,Otisville,MI,USA,48463,"Otisville, MI 48463, USA","Otisville, MI, United States",43.16680908,-83.52455902,10,1976,Letters,Video tape and computers?,6,20,,,,,,"Yes, the editors responded",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,Video
KD,1976.10.07L,Male,Campinas,S P,Brazil,13100,"Campinas, S P 13100, Brazil",Brazil,-10.77670479,-53.06734467,10,1976,Letters,Help!,7,20,,,,,,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hardware
KD,1976.10.08L,Male,Littleton,CO,USA,80123,"Littleton, CO 80123, USA","Littleton, CO, United States",39.616901399999996,-105.0145187,10,1976,Letters,A bit of circulation,8,22,,,,,,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Hardware
KD,1976.10.09L,Male,Concord,CA,USA,94128,"Concord, CA 94128, USA","Concord, CA, United States",37.98165131,-122.0258331,10,1976,Letters,The IEEE 488 Bus,9,22,Standard interface ,4.0,1976.0,96,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Standards; Standardization
KD,1976.10.10L,Male,W Lafayette,IN,USA,47906,"W Lafayette, IN 47906, USA","IN, United States",39.91980362,-86.28179932,10,1976,Letters,Text processing output via converted typewriters?,10,22,,,,,1976.08.??,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Hardware
KD,1976.10.11L,Male,San Francisco,CA,USA,94115,"San Francisco, CA 94115, USA","San Francisco, CA, United States",37.77711868,-122.4196396,10,1976,Letters,"Applications Digest, Materials Needed",11,136,,,,,,"No, they did not",0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,
KD,1976.10.12L,Male,Spokane,WA,USA,99208,"Spokane, WA 99208, USA","Spokane, WA, United States",47.65726089,-117.4122772,10,1976,Letters,Next of KIM...,12,136,,,,,1976.06.??,"No, they did not",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,
KD,1976.10.13L,Male,Temple Hills,MD,USA,20031,"Temple Hills, MD 20031, USA","Temple Hills, MD, United States",38.82382965,-76.94856262,10,1976,Letters,Attention PDP-8 Lovers!,13,138,,,,,,"No, they did not",0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,
KD,1976.10.14L,Unknown,San Diego,CA,USA,92111,"San Diego, CA 92111, USA","San Diego, CA, United States",32.71567917,-117.16171259999999,10,1976,Letters,A salute to the PDP-8 and farewell,14,138,Chip off the olde pdp 8/e by robert nelson from byte #9 pp 60,,,,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Hardware
KD,1976.11.01L,Two men,Vancouver,BC,Canada,V5W 2K4,"Vancouver, BC V5W 2K4, Canada","Vancouver, BC, Canada",49.26037979,-123.11335749999999,11,1976,Letters,Zeroing in,1,68,,,,,1976.08.??,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Hardware
KD,1976.11.02L,Unknown,Melrose Park,IL,USA,60160,"Melrose Park, IL 60160, USA","Melrose Park, IL, United States",41.89643097,-87.86412048,11,1976,Letters,A case of duplicity?,2,68,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Humor
KD,1976.11.03L,Male,San Antonio,TX,USA,78213,"San Antonio, TX 78213, USA","San Antonio, TX, United States",29.42457962,-98.49461365,11,1976,Letters,Computer Phreaquency,3,68,,,,,1976.09.??,"No, they did not",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Amateur radio
KD,1976.11.04L,Male,Vancouver,BC,Canada,V5Z IWI,"Vancouver, BC V5Z IWI, Canada","Vancouver, BC, Canada",49.26037979,-123.11335749999999,11,1976,Letters,Humane computing?,4,68,,,,,,"Yes, the editors responded",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
KD,1976.11.05L,Male,Colton,CA,USA,92324,"Colton, CA 92324, USA","Colton, CA, United States",34.07213974,-117.3232117,11,1976,Letters,More comments on computer tyrants,5,68,Could a computer take over,2.0,1976.0,76,,"Yes, the editors responded",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
KD,1976.11.06L,Male,Rochester,NY,USA,14627,"Rochester, NY 14627, USA","Rochester, NY, United States",43.15579987,-77.61631775,11,1976,Letters,Super Star Trek: Trek76,6,69,,,,,1976.01.??,"No, they did not",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,
KD,1976.11.07L,Male,Lenoir,NC,USA,28645,"Lenoir, NC 28645, USA","Lenoir, NC, United States",35.91532898,-81.54009247,11,1976,Letters,"Some thoughts on ""ignorance is bliss""",7,69,Television drive circuit,7.0,1976.0,38,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Video
KD,1976.11.08L,Male,Hillsboro,KS,USA,67063,"Hillsboro, KS 67063, USA","Hillsboro, KS, United States",38.34798813,-97.2053833,11,1976,Letters,Needed: Benchmark comparisons,8,69,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Hardware
KD,1976.11.09L,Male,Florence,AL,USA,35630,"Florence, AL 35630, USA","Florence, AL, United States",34.80044937,-87.67526245,11,1976,Letters,Documentation needed,9,70,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hardware; Video
KD,1976.11.10L,Unknown,Miami,FL,USA,33157,"Miami, FL 33157, USA","Miami, FL, United States",25.77481079,-80.19773102,11,1976,Letters,A question of compatibility,10,70,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Hardware
KD,1976.11.11L,Male,Orem,UT,USA,84057,"Orem, UT 84057, USA","Orem, UT, United States",40.29875946,-111.6957169,11,1976,Letters,Need an accurate HP-45 timer?,11,70,,,,,,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Hardware; Calculators
KD,1976.11.12L,Unknown,San Diego,CA,USA,92111,"San Diego, CA 92111, USA","San Diego, CA, United States",32.71567917,-117.16171259999999,11,1976,Letters,Phobia,12,70,"article in Byte #12, pg 96",,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hardware
KD,1976.11.13L,Male,Norristown,PA,USA,19401,"Norristown, PA 19401, USA","Norristown, PA, United States",40.11444855,-75.33930206,11,1976,Letters,"Kudos, Graphics, State of the art",13,70,,,,,1976.07.??,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"Cost, pricing, money"
KD,1976.11.14L,Male,Unknown,??,???,,"Unknown, ??, ???",,,,11,1976,Letters,"Authors, take note",14,70,,,,,,"No, they did not",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,
KD,1976.11.15L,Male,Beaumont,TX,USA,77707,"Beaumont, TX 77707, USA","Beaumont, TX, United States",30.08614922,-94.10134888,11,1976,Letters,Needed: Used computer info,15,70,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Hardware
KD,1976.11.16L,Male,Hampton,VA,USA,23666,"Hampton, VA 23666, USA","Hampton, VA, United States",37.02779007,-76.34512329,11,1976,Letters,VA Computers Needed,16,71,,,,,,"No, they did not",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Cost, Military"
KD,1976.11.17L,Male,Amarillo,TX,USA,79107,"Amarillo, TX 79107, USA","Amarillo, TX, United States",35.20724869,-101.8338928,11,1976,Letters,IBM Selectric IO,17,71,,,,,1976.08.??,"Yes, the editors responded",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,
KD,1976.11.18L,Unknown,Cedar Rapids,IA,USA,52403,"Cedar Rapids, IA 52403, USA","Cedar Rapids, IA, United States",41.97634125,-91.67375946,11,1976,Letters,Articles needed: Getting sensor data into computers,18,75,Articles by Suding and Lerseth,7.0,1976.0,,,"No, they did not",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Hardware
KD,1976.11.19L,Male,Panama City,FL,USA,32401,"Panama City, FL 32401, USA","Panama City, FL, United States",30.15987015,-85.66033173,11,1976,Letters,TIMMMBBERRR!,19,75,,,,,,"No, they did not",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,
KD,1976.11.20L,Unknown,Chicago,IL,USA,60626,"Chicago, IL 60626, USA","Chicago, IL, United States",41.88425064,-87.63244629,11,1976,Letters,The emulation blues,20,76,,,,,1976.08.??,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Hardware
KD,1976.11.21L,Male,Oak Park,IL,USA,60302,"Oak Park, IL 60302, USA","Oak Park, IL, United States",41.88000107,-87.77890778,11,1976,Letters,Divide and conquer (instability),21,76,Why Wait?,7.0,1976.0,46,,"Yes, the editors responded",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Hardware, Standards"
KD,1976.11.22L,Male,Fullerton,CA,USA,92634,"Fullerton, CA 92634, USA","Fullerton, CA, United States",33.87033081,-117.92896270000001,11,1976,Letters,Some thoughts on miscellany and tape modulations,22,76,Jack and the Machine Jive by Grappel; Buchanan on Video Disk; Hashizume on Z80; Baird on Info revolution; Suding Why Wait? (also a cite to Improved cassette interface by Mauch from april 1976),8.0,1976.0,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,
KD,1976.11.23L,Male,Baltimore,MD,USA,21222,"Baltimore, MD 21222, USA","Baltimore, MD, United States",39.29058075,-76.60926056,11,1976,Letters,Software,23,77,,,,,,"No, they did not",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
KD,1976.11.24L,Male,Denver,CO,USA,80220,"Denver, CO 80220, USA","Denver, CO, United States",39.74000931,-104.99201969999999,11,1976,Letters,How to win an election,24,77,,,,,,"No, they did not",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,
KD,1976.11.25L,Male,Ithaca,NY,USA,14853,"Ithaca, NY 14853, USA","Ithaca, NY, United States",42.4405098,-76.49546051,11,1976,Letters,Olde English,25,77,,,,,,"Yes, the editors responded",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
KD,1976.11.26L,Male,Columbus,OH,USA,43229,"Columbus, OH 43229, USA","Columbus, OH, United States",39.96199036,-83.00274658,11,1976,Letters,Flexowriter flexibility,26,77,,,,,,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,
KD,1976.12.01A,Male,St Louis,MO,USA,63110,"St Louis, MO 63110, USA","St Louis, MO, United States",38.6277504,-90.19956207,12,1976,Ask Byte,Feedback,1,56,,,,,Schrum in July 1976 Ask Byte pp 95,"Yes, the editors responded",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"Medicine, Database"
KD,1976.12.01B,Male,Coram,NY,USA,11727,"Coram, NY 11727, USA","Coram, NY, United States",40.86951065,-73.00002289,12,1976,Byte's Bugs,Eugenics in engineering,1,54,TTL diagram on pp 100,7.0,1976.0,100,,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
KD,1976.12.01L,Male,Indianapolis,IN,USA,46241,"Indianapolis, IN 46241, USA","Indianapolis, IN, United States",39.76691055,-86.14996338,12,1976,Letters,Ace in the hole (or electron?),1,50,,,,,1976.10.??,"Yes, the editors responded",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
KD,1976.12.02A,Unknown,Unknown,??,???,,"Unknown, ??, ???",,,,12,1976,Ask Byte,Puzzled,2,57,,,,,,"Yes, the editors responded",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,
KD,1976.12.02L,Unknown,Oakland,CA,USA,94610,"Oakland, CA 94610, USA","Oakland, CA, United States",37.80508041,-122.2730713,12,1976,Letters,Comments on design evolution,2,50,Software priesthood article by Wilber and Fylstra,,,,1976.10.??,"No, they did not",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hardware
